"YEAR","PROJECT_CODE","EVENT_NUMBER","EVENT_ID","STATION_ID","TOT_CATCH","SUBSAMP_KG","TM_A","TM_B","TM_C","TM_D","TM_T","LM_A","LM_B","LM_C","LM_D","LM_T","MT1_A","MT1_B","MT1_C","MT1_D","MT1_T","MT2_A","MT2_B","MT2_C","MT2_D","MT2_T","MT3_A","MT3_B","MT3_C","MT3_D","MT3_T","MT4_A","MT4_B","MT4_C","MT4_D","MT4_T","MT5_A","MT5_B","MT5_C","MT5_D","MT5_T","MT6_A","MT6_B","MT6_C","MT6_D","MT6_T","MT7_A","MT7_B","MT7_C","MT7_D","MT7_T","MT8_A","MT8_B","MT8_C","MT8_D","MT8_T","MT9_A","MT9_B","MT9_C","MT9_D","MT9_T","MT10_A","MT10_B","MT10_C","MT10_D","MT10_T","TF_A","TF_B","TF_C","TF_D","TF_T","FT11_A","FT11_B","FT11_C","FT11_D","FT11_T","FT12_A","FT12_B","FT12_C","FT12_D","FT12_T","FT13_A","FT13_B","FT13_C","FT13_D","FT13_T"
"2018","T04","012","2018T04012","112","343","45.83",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","017","2018T04017","117","140","35.46",8.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,2.000000,3.000000,0.000000,0.000000,0.000000,3.000000,5.000000,0.000000,0.000000,0.000000,5.000000,3.000000,0.000000,0.000000,0.000000,3.000000,2.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","018","2018T04018","118","375","41.06",67.000000,107.000000,0.000000,0.000000,174.000000,7.000000,11.179104,0.000000,0.000000,18.179104,6.000000,9.582089,0.000000,0.000000,15.582089,1.000000,1.597014,0.000000,0.000000,2.597014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.000000,63.880597,0.000000,0.000000,103.880597,0.000000,0.000000,0.000000,0.000000,0.000000,15.000000,23.955223,0.000000,0.000000,38.955223,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,6.388059,0.000000,0.000000,10.388059,1.000000,1.597014,0.000000,0.000000,2.597014,100.000000,159.000000,0.000000,0.000000,259.000000,26.000000,41.340000,0.000000,0.000000,67.340000,74.000000,117.660000,0.000000,0.000000,191.660000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","019","2018T04019","127","351","41.38",54.000000,158.000000,0.000000,0.000000,212.000000,19.000000,55.592592,0.000000,0.000000,74.592592,15.000000,43.888888,0.000000,0.000000,58.888888,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,11.703703,0.000000,0.000000,15.703703,0.000000,0.000000,0.000000,0.000000,0.000000,29.000000,84.851851,0.000000,0.000000,113.851851,1.000000,2.925925,0.000000,0.000000,3.925925,5.000000,14.629629,0.000000,0.000000,19.629629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.000000,0.000000,0.000000,0.000000,42.000000,15.000000,0.000000,0.000000,0.000000,15.000000,27.000000,0.000000,0.000000,0.000000,27.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","020","2018T04020","128","423","53.49",53.000000,416.000000,0.000000,0.000000,469.000000,14.000000,109.886792,0.000000,0.000000,123.886792,6.000000,47.094339,0.000000,0.000000,53.094339,5.000000,39.245283,0.000000,0.000000,44.245283,2.000000,15.698113,0.000000,0.000000,17.698113,1.000000,7.849056,0.000000,0.000000,8.849056,26.000000,204.075471,0.000000,0.000000,230.075471,6.000000,47.094339,0.000000,0.000000,53.094339,2.000000,15.698113,0.000000,0.000000,17.698113,3.000000,23.547169,0.000000,0.000000,26.547169,2.000000,15.698113,0.000000,0.000000,17.698113,0.000000,0.000000,0.000000,0.000000,0.000000,125.000000,76.000000,0.000000,0.000000,201.000000,5.000000,3.040000,0.000000,0.000000,8.040000,25.000000,15.200000,0.000000,0.000000,40.200000,95.000000,57.760000,0.000000,0.000000,152.760000
"2018","T04","021","2018T04021","130","878","56.65",68.000000,3.000000,0.000000,0.000000,71.000000,14.000000,0.617647,0.000000,0.000000,14.617647,9.000000,0.397058,0.000000,0.000000,9.397058,5.000000,0.220588,0.000000,0.000000,5.220588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.000000,2.029411,0.000000,0.000000,48.029411,2.000000,0.088235,0.000000,0.000000,2.088235,5.000000,0.220588,0.000000,0.000000,5.220588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.044117,0.000000,0.000000,1.044117,145.000000,77.000000,0.000000,0.000000,222.000000,2.000000,1.062068,0.000000,0.000000,3.062068,123.000000,65.317241,0.000000,0.000000,188.317241,20.000000,10.620689,0.000000,0.000000,30.620689
"2018","T04","022","2018T04022","131","304","37.43",32.000000,0.000000,0.000000,0.000000,32.000000,5.000000,0.000000,0.000000,0.000000,5.000000,3.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.000000,0.000000,0.000000,0.000000,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,2.000000,5.000000,0.000000,0.000000,0.000000,5.000000,51.000000,0.000000,0.000000,0.000000,51.000000,5.000000,0.000000,0.000000,0.000000,5.000000,46.000000,0.000000,0.000000,0.000000,46.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","023","2018T04023","126","3096","59.12",164.000000,10273.000000,0.000000,0.000000,10437.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.000000,4447.457317,0.000000,0.000000,4518.457317,1.000000,62.640243,0.000000,0.000000,63.640243,48.000000,3006.731707,0.000000,0.000000,3054.731707,1.000000,62.640243,0.000000,0.000000,63.640243,36.000000,2255.048780,0.000000,0.000000,2291.048780,7.000000,438.481707,0.000000,0.000000,445.481707,71.000000,2188.000000,0.000000,0.000000,2259.000000,71.000000,2188.000000,0.000000,0.000000,2259.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","024","2018T04024","129","437","49.78",32.000000,0.000000,0.000000,0.000000,32.000000,4.000000,0.000000,0.000000,0.000000,4.000000,3.000000,0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,0.000000,0.000000,0.000000,22.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,2.000000,26.000000,0.000000,0.000000,0.000000,26.000000,6.000000,0.000000,0.000000,0.000000,6.000000,20.000000,0.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","025","2018T04025","132","284","28.26",16.000000,0.000000,0.000000,0.000000,16.000000,4.000000,0.000000,0.000000,0.000000,4.000000,3.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,0.000000,0.000000,0.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.000000,0.000000,0.000000,0.000000,13.000000,1.000000,0.000000,0.000000,0.000000,1.000000
"2018","T04","026","2018T04026","133","281","43.44",1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","027","2018T04027","134","450","48.09",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","028","2018T04028","135","188","47.6",2.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","029","2018T04029","136","313","45.32",30.000000,0.000000,0.000000,0.000000,30.000000,3.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,6.000000,3.000000,0.000000,0.000000,0.000000,3.000000,82.000000,0.000000,0.000000,0.000000,82.000000,27.000000,0.000000,0.000000,0.000000,27.000000,55.000000,0.000000,0.000000,0.000000,55.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","030","2018T04030","137","377","50.85",7.000000,0.000000,0.000000,0.000000,7.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,4.000000,15.000000,0.000000,0.000000,0.000000,15.000000,10.000000,0.000000,0.000000,0.000000,10.000000,5.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","031","2018T04031","138","573","41.17",1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","032","2018T04032","124","499","44.21",69.000000,325.000000,0.000000,0.000000,394.000000,10.000000,47.101449,0.000000,0.000000,57.101449,8.000000,37.681159,0.000000,0.000000,45.681159,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,9.420289,0.000000,0.000000,11.420289,0.000000,0.000000,0.000000,0.000000,0.000000,42.000000,197.826086,0.000000,0.000000,239.826086,3.000000,14.130434,0.000000,0.000000,17.130434,7.000000,32.971014,0.000000,0.000000,39.971014,1.000000,4.710144,0.000000,0.000000,5.710144,6.000000,28.260869,0.000000,0.000000,34.260869,0.000000,0.000000,0.000000,0.000000,0.000000,117.000000,594.000000,0.000000,0.000000,711.000000,10.000000,50.769230,0.000000,0.000000,60.769230,107.000000,543.230769,0.000000,0.000000,650.230769,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","033","2018T04033","121","219","37.14",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04","034","2018T04034","120","170","30.42",26.000000,0.000000,0.000000,0.000000,26.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,3.000000,23.000000,0.000000,0.000000,0.000000,23.000000,15.000000,0.000000,0.000000,0.000000,15.000000,15.000000,0.000000,0.000000,0.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
