"YEAR","PROJECT_CODE","n","A","bigN","LM_CBar","LM_varC","LM_varCBar","LM_P","LM_VarP","LM_P_CI","TM_CBar","TM_varC","TM_varCBar","TM_P","TM_VarP","TM_P_CI","SM_CBar","SM_varC","SM_varCBar","SM_P","SM_VarP","SM_P_CI","TF_CBar","TF_varC","TF_varCBar","TF_P","TF_VarP","TF_P_CI"
"1996","T05",18,771.862373,117248.182588,0.103842,0.194097,0.010781,12175.066925,148209497.944032,25685.173798,1.589547,24.296756,1.349612,186367.882245,18552584195.7358,287373.486006,1.485705,22.785247,1.265652,174192.815320,17398421726.5871,278291.164116,0.462526,1.833309,0.101834,54229.311855,1399883825.40157,78938.794247
"1997","T04",16,81.231001,12339.229851,0.058962,0.055624,0.003472,727.534731,528620.445897,1549.697859,0.058962,0.055624,0.003472,727.534731,528620.445897,1549.697859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"1997","T05",18,771.862373,117248.182588,0.728157,4.917335,0.273143,85373.484099,3754792431.03599,129281.820046,3.014667,51.717045,2.872728,353457.433075,39490243746.7338,419265.761282,2.286510,31.400118,1.744183,268083.948976,23976588910.8013,326691.766504,3.567066,111.131851,6.173043,418223.866941,84858363852.4562,614598.955175
"1997","T06",39,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"1998","T04",16,81.231001,12339.229851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"1998","T05",22,771.862373,117248.182588,0.392231,0.663235,0.030141,45987.513727,414341712.807289,42331.341036,0.611302,1.091792,0.049617,71672.708063,682073377.623615,54312.306655,0.219071,0.171064,0.007774,25685.194335,106869079.440766,21498.528384,0.222816,1.092237,0.049637,26124.308041,682351412.811867,54323.375254
"1999","T04",16,81.231001,12339.229851,0.131944,0.130401,0.008139,1628.061055,1239245.563936,2372.759610,0.131944,0.130401,0.008139,1628.061055,1239245.563936,2372.759610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"1999","T05",19,771.862373,117248.182588,0.109578,0.108279,0.005697,12847.588506,78327800.485882,18593.789162,0.109578,0.108279,0.005697,12847.588506,78327800.485882,18593.789162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"1999","T06",40,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2000","T04",16,81.231001,12339.229851,0.126932,0.120334,0.007511,1566.224770,1143579.969013,2279.335867,0.126932,0.120334,0.007511,1566.224770,1143579.969013,2279.335867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2000","T05",24,771.862373,117248.182588,5.221246,425.121283,17.709760,612169.726710,243448996246.665,1020687.055253,5.343399,434.479970,18.099626,626491.596555,248808321193.475,1031860.679167,0.122152,0.108992,0.004540,14321.869845,62415320.753232,16343.091648,0.368067,1.990804,0.082933,43154.397820,1140049497.24990,69847.435690
"2001","T04",16,81.231001,12339.229851,0.250000,1.000000,0.062418,3084.747262,9503326.928175,6570.718922,0.250000,1.000000,0.062418,3084.747262,9503326.928175,6570.718922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2001","T05",24,771.862373,117248.182588,3.267346,68.599725,2.857736,383082.993362,39284164071.3504,410012.758385,3.267346,68.599725,2.857736,383082.993362,39284164071.3504,410012.758385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.208333,112.519927,4.687370,258918.016999,64435408196.6609,525110.744725
"2001","T06",40,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2002","T04",14,81.231001,12339.229851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2002","T05",19,771.862373,117248.182588,0.151849,0.234570,0.012343,17803.750814,169685604.500685,27367.330467,0.254547,0.296280,0.015591,29844.694020,214325676.799621,30757.217117,0.102698,0.094631,0.004979,12040.943205,68455540.435458,17382.580054,0.051599,0.050587,0.002662,6049.839756,36594629.985375,12709.211779
"2003","T04",16,81.231001,12339.229851,0.125000,0.116666,0.007282,1542.373631,1108721.474953,2244.327776,0.125000,0.116666,0.007282,1542.373631,1108721.474953,2244.327776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2003","T05",17,771.862373,117248.182588,0.176470,0.279411,0.016433,20690.451968,225906164.391309,31862.547691,0.176470,0.279411,0.016433,20690.451968,225906164.391309,31862.547691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2003","T06",40,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2004","T04",16,81.231001,12339.229851,0.175233,0.491309,0.030667,2162.206025,4669072.754911,4605.644104,0.175233,0.491309,0.030667,2162.206025,4669072.754911,4605.644104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2004","T05",22,771.862373,117248.182588,0.239113,0.301246,0.013690,28035.130408,188196935.645068,28529.159184,0.284118,0.416619,0.018933,33311.723319,260273798.790868,33550.417109,0.045004,0.044558,0.002025,5276.592911,27837208.504635,10972.246091,0.090909,0.181818,0.008262,10658.717680,113586945.582315,22163.937103
"2005","T04",15,81.231001,12339.229851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2005","T05",21,771.862373,117248.182588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079365,0.132275,0.006297,9305.229721,86571791.755269,19408.630665
"2005","T06",40,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024752,0.024507,0.000612,938.471287,879799.195405,1897.235756,0.024752,0.024507,0.000612,938.471287,879799.195405,1897.235756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2006","T04",17,81.231001,12339.229851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2006","T05",27,771.862373,117248.182588,0.038580,0.040187,0.001488,4523.375559,20456214.690482,9296.860903,0.278011,1.145022,0.042398,32595.718422,582835110.887986,49624.546388,0.239431,1.124020,0.041620,28072.342863,572144473.746716,49167.321581,0.336397,2.488398,0.092141,39441.167528,1266635063.16050,73155.915526
"2007","T04",16,81.231001,12339.229851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2007","T05",24,771.862373,117248.182588,0.123786,0.198906,0.008286,14513.448104,113905164.287383,22078.030052,0.246359,0.522901,0.021783,28884.607501,299443591.822706,35796.958194,0.122572,0.191730,0.007987,14371.159397,109796052.119303,21676.141387,0.200563,0.405633,0.016897,23515.238459,232289131.179852,31528.481730
"2007","T06",32,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2008","T04",16,81.231001,12339.229851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2009","T04",15,81.231001,12339.229851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2009","T06",43,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2010","T05",23,771.862373,117248.182588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043478,0.043478,0.001889,5097.647586,25980913.368343,10570.837023
"2011","T04",37,81.231001,12339.229851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2011","T06",43,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2012","T04",37,81.231001,24678.459703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2012","T05",23,771.862373,117248.182588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086095,0.170486,0.007410,10094.351656,101875946.939882,20932.350541,0.086095,0.170486,0.007410,10094.351656,101875946.939882,20932.350541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2013","T04",37,81.231001,24678.459703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2013","T06",43,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2014","T06",41,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2015","T06",43,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2017","T04",38,81.231001,24678.459703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2017","T06",43,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T04",39,81.231001,24678.459703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"2018","T06",43,249.600000,37914.979910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
