"PROJECT_CODE","YEAR","n","LM_P_","LM_P_CI_","TM_P_","TM_P_CI_","MT1_P_","MT1_P_CI_","MT2_P_","MT2_P_CI_","MT3_P_","MT3_P_CI_","MT4_P_","MT4_P_CI_","MT5_P_","MT5_P_CI_","MT6_P_","MT6_P_CI_","MT7_P_","MT7_P_CI_","MT8_P_","MT8_P_CI_","MT9_P_","MT9_P_CI_","MT10_P_","MT10_P_CI_","MM_P_","MM_P_CI_","TF_P_","TF_P_CI_","FT11_P_","FT11_P_CI_","FT12_P_","FT12_P_CI_","FT13_P_","FT13_P_CI_","MF_P_","MF_P_CI_"
"T05","2000",24,18906.000000,18248.000000,1056905.000000,601950.000000,0.000000,0.000000,18906.000000,18248.000000,0.000000,0.000000,0.000000,0.000000,109018.000000,212041.000000,100898.000000,74092.000000,39082.000000,61357.000000,35901.000000,28363.000000,67668.000000,100989.000000,685432.000000,461949.000000,228823.000000,280264.000000,690203.000000,480045.000000,685318.000000,481235.000000,4885.000000,10105.000000,0.000000,0.000000,4885.000000,10105.000000
"T05","2001",24,48229.000000,31994.000000,5195113.000000,5679947.000000,33764.000000,30543.000000,14465.000000,16508.000000,0.000000,0.000000,0.000000,0.000000,33670.000000,36603.000000,106235.000000,77672.000000,4789.000000,9907.000000,33861.000000,33834.000000,153474.000000,144937.000000,4814854.000000,5591900.000000,188134.000000,101590.000000,4769905.000000,5172971.000000,4669457.000000,5066714.000000,95610.000000,139450.000000,4837.000000,10005.000000,100447.000000,139192.000000
"T05","2002",19,36244.000000,41245.000000,15732658.000000,17351538.000000,6050.000000,12709.000000,30194.000000,40363.000000,0.000000,0.000000,0.000000,0.000000,139267.000000,182408.000000,72246.000000,84419.000000,2128562.000000,3552807.000000,78238.000000,105819.000000,4933368.000000,6767172.000000,8344733.000000,8311081.000000,247757.000000,246107.000000,10001652.000000,10949242.000000,8721427.000000,9479174.000000,1183837.000000,1814383.000000,96387.000000,116368.000000,1280225.000000,1896367.000000
"T05","2003",17,61798.000000,82649.000000,4538640.000000,4014458.000000,0.000000,0.000000,61798.000000,82649.000000,0.000000,0.000000,0.000000,0.000000,172811.000000,130873.000000,164772.000000,214741.000000,1041510.000000,751190.000000,489197.000000,523034.000000,2091958.000000,2161217.000000,516594.000000,619058.000000,399381.000000,353243.000000,3531104.000000,4187076.000000,1185493.000000,1659076.000000,1636736.000000,1623255.000000,708875.000000,1129482.000000,2345611.000000,2632721.000000
"T05","2004",22,15991.000000,18263.000000,8185736.000000,4298470.000000,10715.000000,15377.000000,5277.000000,10972.000000,0.000000,0.000000,0.000000,0.000000,519347.000000,371846.000000,110655.000000,110602.000000,3138143.000000,1669721.000000,901720.000000,939023.000000,2940237.000000,2789181.000000,559643.000000,453985.000000,645993.000000,393187.000000,2730554.000000,3152065.000000,539823.000000,472879.000000,2069808.000000,2702404.000000,120923.000000,94499.000000,2190730.000000,2762620.000000
"T05","2005",21,60810.000000,59265.000000,11915783.000000,11300835.000000,27586.000000,28346.000000,33224.000000,37918.000000,0.000000,0.000000,0.000000,0.000000,1647707.000000,1138460.000000,452376.000000,496114.000000,1971895.000000,1530162.000000,1152157.000000,763660.000000,373244.000000,236784.000000,6257594.000000,9709520.000000,2160893.000000,1394432.000000,6902747.000000,10712637.000000,6605240.000000,10617867.000000,157334.000000,211066.000000,140174.000000,211730.000000,297507.000000,287639.000000
"T05","2006",27,508114.000000,358459.000000,9429112.000000,4346765.000000,491000.000000,355097.000000,12856.000000,19417.000000,0.000000,0.000000,4257.000000,8750.000000,2252636.000000,1688501.000000,135296.000000,92890.000000,1830149.000000,1117727.000000,396041.000000,298721.000000,1818579.000000,1730548.000000,2488298.000000,1684431.000000,2896045.000000,1872892.000000,4944465.000000,2799115.000000,3742790.000000,2489724.000000,875855.000000,858878.000000,308275.000000,256610.000000,1184130.000000,907410.000000
"T05","2007",24,54864.000000,53871.000000,1341717.000000,701198.000000,19948.000000,28541.000000,34916.000000,31552.000000,0.000000,0.000000,0.000000,0.000000,40004.000000,41422.000000,238812.000000,194473.000000,39347.000000,45675.000000,207678.000000,187329.000000,147372.000000,214405.000000,613642.000000,440032.000000,333680.000000,238514.000000,573207.000000,404781.000000,529240.000000,399965.000000,34197.000000,42507.000000,9770.000000,13976.000000,43967.000000,50172.000000
"T05","2010",23,321871.000000,489159.000000,1819863.000000,2625747.000000,10349.000000,14826.000000,306323.000000,484506.000000,0.000000,0.000000,5200.000000,10782.000000,82467.000000,123789.000000,731029.000000,1226884.000000,135639.000000,205720.000000,289577.000000,556408.000000,111766.000000,123124.000000,142366.000000,103430.000000,1135367.000000,1771197.000000,203756.000000,155972.000000,183365.000000,136481.000000,10195.000000,21142.000000,10195.000000,14606.000000,20391.000000,32969.000000
"T05","2012",23,0.000000,0.000000,2091708.000000,2022469.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68301.000000,111293.000000,30148.000000,42963.000000,666290.000000,1102896.000000,83833.000000,73757.000000,271082.000000,403716.000000,972054.000000,741732.000000,98449.000000,151568.000000,1116756.000000,702687.000000,886365.000000,524889.000000,225294.000000,372708.000000,5098.000000,10571.000000,230392.000000,372255.000000
"T06","1990",11,167427.000000,131149.000000,3230636.000000,2695324.000000,44333.000000,33306.000000,116200.000000,135080.000000,6893.000000,15357.000000,0.000000,0.000000,71533.000000,49257.000000,194965.000000,144454.000000,184492.000000,161707.000000,47913.000000,37570.000000,406343.000000,675501.000000,2157963.000000,2041419.000000,433925.000000,278081.000000,4048183.000000,2702146.000000,2961047.000000,2886870.000000,146952.000000,77609.000000,940185.000000,915292.000000,1087137.000000,918025.000000
"T06","1991",29,134820.000000,106043.000000,2267119.000000,1420647.000000,27411.000000,33530.000000,102305.000000,94827.000000,1245.000000,2550.000000,3858.000000,5795.000000,95245.000000,101279.000000,180252.000000,100094.000000,275864.000000,255676.000000,50794.000000,24671.000000,695205.000000,618390.000000,834939.000000,499813.000000,410317.000000,237032.000000,2138565.000000,1199315.000000,1491508.000000,1068760.000000,390225.000000,186499.000000,256831.000000,138116.000000,647057.000000,253271.000000
"T06","1992",37,68119.000000,39590.000000,1791483.000000,606616.000000,9996.000000,7987.000000,55082.000000,37428.000000,1067.000000,2164.000000,1974.000000,2791.000000,153509.000000,65901.000000,164501.000000,70459.000000,392455.000000,249442.000000,94803.000000,45015.000000,319585.000000,275642.000000,598511.000000,184458.000000,386129.000000,140851.000000,1524000.000000,456074.000000,664373.000000,194489.000000,471141.000000,284204.000000,388486.000000,198843.000000,859627.000000,389421.000000
"T06","1993",38,101746.000000,32069.000000,1203805.000000,433640.000000,53095.000000,26925.000000,45745.000000,19735.000000,0.000000,0.000000,2906.000000,4339.000000,131778.000000,65254.000000,155670.000000,54231.000000,118576.000000,62746.000000,106158.000000,45439.000000,118931.000000,90239.000000,470946.000000,252058.000000,389195.000000,114173.000000,765142.000000,256815.000000,460476.000000,223580.000000,58837.000000,36135.000000,245829.000000,127381.000000,304666.000000,130179.000000
"T06","1994",38,55544.000000,23511.000000,1110513.000000,484107.000000,4950.000000,7152.000000,49625.000000,23413.000000,0.000000,0.000000,969.000000,1962.000000,21095.000000,13024.000000,161500.000000,61330.000000,34413.000000,23702.000000,88960.000000,34055.000000,79685.000000,50392.000000,669317.000000,435348.000000,238139.000000,76942.000000,923926.000000,506303.000000,700447.000000,481601.000000,32109.000000,20950.000000,191370.000000,98123.000000,223479.000000,107325.000000
"T06","1995",32,17077.000000,13643.000000,532765.000000,171825.000000,0.000000,0.000000,17077.000000,13643.000000,0.000000,0.000000,0.000000,0.000000,6708.000000,6056.000000,101821.000000,52840.000000,18202.000000,17001.000000,52385.000000,22230.000000,40200.000000,23608.000000,296371.000000,146578.000000,125606.000000,58375.000000,354938.000000,130055.000000,257603.000000,118930.000000,34158.000000,26722.000000,63178.000000,36878.000000,97336.000000,44093.000000
"T06","1997",39,11336.000000,11048.000000,362403.000000,158018.000000,1898.000000,2680.000000,9438.000000,8562.000000,0.000000,0.000000,0.000000,0.000000,10416.000000,6723.000000,23867.000000,20744.000000,35786.000000,16476.000000,15328.000000,8639.000000,51866.000000,32294.000000,213804.000000,122454.000000,45619.000000,33865.000000,323443.000000,159290.000000,223738.000000,109838.000000,65654.000000,61363.000000,34051.000000,26497.000000,99705.000000,70201.000000
"T06","1999",40,3677.000000,3574.000000,172686.000000,64516.000000,0.000000,0.000000,2748.000000,3128.000000,0.000000,0.000000,929.000000,1879.000000,998.000000,2017.000000,15794.000000,11085.000000,2916.000000,3317.000000,24615.000000,12277.000000,6719.000000,5493.000000,117966.000000,53151.000000,20469.000000,13502.000000,130231.000000,50243.000000,107444.000000,47079.000000,0.000000,0.000000,22788.000000,13549.000000,22788.000000,13549.000000
"T06","2001",40,6626.000000,6655.000000,2060109.000000,784610.000000,3773.000000,6002.000000,2853.000000,3244.000000,0.000000,0.000000,0.000000,0.000000,30301.000000,23953.000000,28842.000000,16991.000000,180580.000000,148822.000000,42467.000000,23969.000000,390383.000000,234326.000000,1380910.000000,481674.000000,65769.000000,40052.000000,2265440.000000,769155.000000,1634795.000000,555504.000000,482095.000000,264019.000000,148550.000000,88522.000000,630644.000000,328247.000000
"T06","2003",40,14962.000000,17553.000000,915333.000000,360036.000000,4656.000000,4796.000000,10305.000000,17180.000000,0.000000,0.000000,0.000000,0.000000,36427.000000,27482.000000,54540.000000,56222.000000,101198.000000,62411.000000,95519.000000,56531.000000,115487.000000,62562.000000,497200.000000,279332.000000,105929.000000,89714.000000,941242.000000,393196.000000,424736.000000,223746.000000,159783.000000,120228.000000,356723.000000,283450.000000,516506.000000,332555.000000
